success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,burn_time_s,candidate,crossrange_error_m,downrange_error_m,failed,final_x_m,final_y_m,final_z_m,fuel_used_kg,generation,ground_violation_m,guidance_gain,integrated_control_effort,load_violation_g,miss_violation_m,mission_model,optimizer_score,qbar_violation_pa,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
True,none,9.127945186585379,36.99647421887083,163003.52578112917,5.747950976797187,8.549999999999986,20862.500480228005,10.597044532238058,54,0.0,-5.82862041606586,False,2994.171379583934,0.0,7.024711195111684,5.244386756225779,5,0.0,1.4,0.38682940418437434,0.0,0.0,point_mass,24.44097453398276,0.0,7.024711195111684,-9.135175525228558,546.5617126052838,2440.0585356991814
True,none,6.405140150046969,45.526127076190754,154473.87292380925,5.412516524636882,8.74999999999999,20135.82840581969,10.687958541102248,55,0.0,-6.400302820476554,False,2993.5996971795234,0.0,-0.2488858130620848,5.321409114872644,5,0.2488858130620848,1.524563104043233,0.39991933085738535,0.0,0.0,point_mass,19.712049494438045,0.0,-0.2488858130620848,-9.0805624614514,531.8145810183877,2301.23753209368
True,none,5.482496986929721,47.33025721326695,152669.74278673306,5.348548083409568,8.79999999999999,20018.179575305672,11.102427673274704,56,0.0,-3.7853105223739476,False,2996.214689477626,0.0,-3.966005227038732,5.152026357054183,5,3.966005227038732,1.6108341373486883,0.4094682827586572,0.0,0.0,point_mass,18.401137980245352,0.0,-3.966005227038732,-8.988872346665488,528.5436099122768,2274.7931335574585
True,none,6.842333609978478,46.85070269408921,153149.2973059108,5.349909559986188,8.79999999999999,20018.179575305672,10.597044532238058,57,0.0,-1.0658074046127695,False,2998.9341925953872,0.0,-6.758815266488182,5.397731398220685,5,6.758815266488182,1.6950307418744774,0.4187614527392334,0.0,0.0,point_mass,19.83290778117077,0.0,-6.758815266488182,-8.859727359256865,529.3288854306346,2274.7931335574585
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,58,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,5,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,1.5814112247416563,48.548579812659796,151451.4201873402,5.262868841054664,8.84999999999999,19819.17366293192,10.06000742258669,59,0.0,1.4376787770511328,False,3001.437678777051,0.0,0.6587421314563571,5.718186635810973,5,0.0,1.4,0.39976392511243486,0.0,0.0,point_mass,14.118297915774608,0.0,0.6587421314563571,-9.308834816024422,526.5974075031194,2239.4546511787453
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,60,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,6,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,61,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,6,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,17.430868313972546,52.8859966392068,147114.0033607932,5.13890820354456,8.899999999999991,19478.692515370283,10.597044532238058,62,0.0,-17.291289613171557,False,2982.7087103868284,0.0,2.2014708020951694,5.4590692550186475,6,0.0,1.4,0.4045602813512405,0.0,0.0,point_mass,28.97666133346181,0.0,2.2014708020951694,-9.318433668875624,519.0336710894617,2188.6171365584555
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,63,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,6,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,16.818325871550968,46.835912004828366,153164.08799517163,5.381724034981734,8.74999999999999,20027.29945899809,10.793887515314557,64,0.0,-16.466425992177847,False,2983.533574007822,0.0,3.4224114547801623,5.269185909090268,6,0.0,1.446640101422136,0.3975007137286101,0.0,0.0,point_mass,29.8202385298248,0.0,3.4224114547801623,-9.172838062150019,529.6724213521363,2288.834223885495
